Serial,Anio,FechaRegistro,Ciudad,Direccion,ValorTasado,MontoVenta,RatioVenta,TipoPropiedad,TipoResidencial,codigoNoUso,observaciones,observacionesOPM,ubicacion,,,,,
223318,2022,05/26/2023,Newington,156 ROSELEAH AVE,164110.00,352000.00,0.4662,Residential,Single Family,,,,POINT (-72.719117018 41.713515004),,,,,
223317,2022,08/31/2023,North Haven,43 THORPE ST,120080.00,242000.00,0.4961,Residential,Single Family,,,,POINT (-72.853954012 41.391551016),,,,,
223317,2022,05/26/2023,Newington,46 ECKERT RD,171360.00,330000.00,0.5192,Residential,Single Family,25 - Other,AS IS SALE subject to probate,,POINT (-72.742360035 41.657021019),,,,,
223316,2022,08/31/2023,North Haven,73  CARRIAGE DR,174520.00,400000.00,0.4363,Residential,Single Family,,,,POINT (-72.831120031 41.398460009),,,,,
223316,2022,05/25/2023,Newington,101 CEDARWOOD LN,96360.00,90000.00,1.0706,Vacant Land,,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.709024148 41.69390185),,,,,
223315,2022,08/30/2023,North Haven,1 DEL AVE,170580.00,391000.00,0.4362,Residential,Single Family,,,,POINT (-72.839780968 41.398655014),,,,,
223315,2022,05/24/2023,Newington,83 FOREST DR,167570.00,300000.00,0.5585,Residential,Single Family,25 - Other,AS IS SALE subject to probate,,POINT (-72.711853009 41.691917983),,,,,
223314,2022,08/30/2023,North Haven,88 MAPLE AVE,180330.00,385000.00,0.4683,Residential,Single Family,,,,POINT (-72.858116968 41.380835004),,,,,
223314,2022,05/24/2023,Newington,162 JEFFREY LN,182220.00,365000.00,0.4992,Residential,Single Family,,,,POINT (-72.75576404 41.709815986),,,,,
223313,2022,08/28/2023,North Haven,7 CLOUDLAND RD,204120.00,450000.00,0.4536,Residential,Single Family,,,,POINT (-72.84586799 41.352627008),,,,,
223313,2022,05/24/2023,Newington,59 ROBBINS AVE,126230.00,289000.00,0.4367,Residential,Single Family,,,,POINT (-72.724421002 41.684836993),,,,,
223312,2022,08/25/2023,North Haven,535 CLINTONVILLE RD,160310.00,350000.00,0.4580,Residential,Single Family,07 - Change in Property,,,POINT (-72.825032004 41.393670003),,,,,
223312,2022,05/23/2023,Newington,263 WILLIAMSTOWN CT,68110.00,155000.00,0.4394,Residential,Condo,25 - Other,AS IS SALE,,POINT (-72.721820014 41.716298005),,,,,
223311,2022,08/25/2023,North Haven,14 GRASSO AVE,157400.00,315000.00,0.4996,Residential,Single Family,,,,POINT (-72.864410017 41.366607017),,,,,
223311,2022,05/22/2023,Newington,173 BRENTWOOD RD,136260.00,265000.00,0.5141,Residential,Single Family,14 - Foreclosure,,,POINT (-72.715128992 41.704139007),,,,,
223310,2022,08/23/2023,North Haven,9 WINDING BROOK RD,451450.00,840000.00,0.5374,Residential,Single Family,,,,POINT (-72.82793298 41.379049994),,,,,
223310,2022,05/22/2023,Newington,88 MAIN ST,160570.00,310000.00,0.5179,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.726785034 41.719466993),,,,,
22331,2022,09/18/2023,Montville,24 JEROME RD,126980.00,162000.00,0.7838,Residential,Single Family,25 - Other,PRIVATE SALE,,POINT (-72.117381027 41.436157996),,,,,
22331,2022,08/23/2023,Watertown,20 AUGUSTA STREET,177700.00,119792.00,1.4834,Residential,Single Family,10 - A Will,ESTATE SALE,,POINT (-73.08933403 41.603751006),,,,,
22331,2022,06/07/2023,Old Saybrook,15 BRIARWOOD DR,279400.00,617000.00,0.4528,Residential,Single Family,,,,POINT (-72.386455961 41.271452006),,,,,
223309,2022,08/23/2023,North Haven,24 VIRGINIA RD,195740.00,440000.00,0.4448,Residential,Single Family,,,,POINT (-72.848577021 41.379972003),,,,,
223309,2022,05/18/2023,Newington,71 CYPRESS RD,96940.00,265000.00,0.3658,Residential,Condo,07 - Change in Property,SIGNIFICANT IMPROVEMENTS NOT YET ASSESSED,,POINT (-72.704509959 41.678283015),,,,,
223308,2022,08/23/2023,North Haven,21 HARTLEY ST,185760.00,385500.00,0.4818,Residential,Single Family,,,,POINT (-72.904872984 41.372570992),,,,,
223308,2022,05/22/2023,Newington,50 CHAPMAN ST REAR,22250.00,27750.00,0.8018,Vacant Land,,14 - Foreclosure,Foreclosure from 1994 just filed on land records,,POINT (-72.739930038 41.714631013),,,,,
223307,2022,08/22/2023,North Haven,61 UPPER STATE ST,188190.00,435000.00,0.4326,Residential,Single Family,,,,POINT (-72.868234009 41.400900987),,,,,
223307,2022,05/22/2023,Newington,35 CENTERWOOD RD,142930.00,362000.00,0.3948,Residential,Single Family,,,,POINT (-72.720289981 41.691767989), COMMITTEE DEED,,POINT (-72.925569999 41.336759981),,,,
223306,2022,08/18/2023,North Haven,50 BARTON DR,152760.00,245000.00,0.6235,Residential,Single Family,14 - Foreclosure,,,POINT (-72.896556963 41.381406985),,,,,
223306,2022,05/22/2023,Newington,506 CYPRESS RD,94990.00,259000.00,0.3667,Residential,Condo,07 - Change in Property,SIGNIFICANT IMPROVEMENTS NOT YET ASSESSED,,POINT (-72.707238017 41.67864),,,,,
223305,2022,08/18/2023,North Haven,216 QUINNIPIAC AVE APT-216,45760.00,86000.00,0.5320,Residential,Condo,,,,POINT (-72.862679992 41.349815005),,,,,
223305,2022,05/15/2023,Newington,447 CYPRESS RD,106000.00,235000.00,0.4511,Residential,Condo,07 - Change in Property,SIGNIFICANT IMPROVEMENTS NOT YET ASSESSED,,POINT (-72.705292996 41.678101002),,,,,
223304,2022,05/15/2023,Newington,77 FOREST DR,188810.00,350000.00,0.5394,Residential,Single Family,26 - Rehabilitation Deferred,,,POINT (-72.711612029 41.691836008),,,,,
223303,2022,05/15/2023,Newington,32 FOSTER ST,146920.00,357000.00,0.4115,Residential,Single Family,07 - Change in Property,,,POINT (-72.74148597 41.656151019),,,,,
223302,2022,05/15/2023,Newington,589 CHURCHILL DR,106350.00,255000.00,0.4170,Residential,Condo,,,,POINT (-72.71656498 41.678226982),,,,,
223301,2022,05/15/2023,Newington,40 ADAM DR,185210.00,275000.00,0.6734,Residential,Condo,01 - Family,,,POINT (-72.717837017 41.654876006),,,,,
223300,2022,05/15/2023,Newington,17 HORIZON HILL RD,102330.00,240000.00,0.4263,Residential,Condo,,,,POINT (-72.72437398 41.653251006),,,,,
22330,2022,09/15/2023,Montville,809 OLD COLCHESTER RD,170940.00,235000.00,0.7274,Residential,Single Family,25 - Other,PRIVATE SALE,,POINT (-72.162910016 41.458510017),,,,,
22330,2022,07/26/2023,Watertown,120 NORTHWEST DRIVE,269900.00,620000.00,0.4353,Residential,Single Family,,,,POINT (-73.107006016 41.608129),,,,,
22330,2022,06/12/2023,Old Saybrook,351 MAIN ST,236500.00,580000.00,0.4077,Residential,Single Family,,,,POINT (-72.375045005 41.28482001),,,,,
2233,2022,11/03/2022,North Haven,4 PHILIP PL,150820.00,350000.00,0.4309,Residential,Two Family,,,,POINT (-72.870162014 41.388416016),,,,,
223299,2022,05/15/2023,Newington,70 STUART ST,157700.00,360000.00,0.4380,Residential,Single Family,,,,POINT (-72.736824962 41.679648008),,,,,
223298,2022,05/19/2023,Newington,29 COOLIDGE AVE,145940.00,320000.00,0.4560,Residential,Single Family,25 - Other,AS IS SALE,,POINT (-72.727125004 41.709119995),,,,,
223297,2022,05/18/2023,Newington,22 SUNNY BROOK DR,152420.00,325000.00,0.4689,Residential,Condo,07 - Change in Property,SIGNIFICANT IMPROVEMENTS NOT YET ASSESSED,,POINT (-72.710603016 41.654900984),,,,,
223296,2022,05/17/2023,Newington,39 MILLBROOK CT,64730.00,142000.00,0.4558,Residential,Condo,,,,POINT (-72.72385799 41.710531005),,,,,
223295,2022,05/17/2023,Newington,143 HARTFORD AVE,106340.00,111000.00,0.9580,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.720917032 41.715546987),,,,,
223294,2022,05/16/2023,Newington,134 CEDARWOOD LN,199850.00,306000.00,0.6531,Residential,Single Family,14 - Foreclosure,,,POINT (-72.708676016 41.694038981),,,,,
223293,2022,05/16/2023,Newington,16 VICTORIA AVE,174430.00,425000.00,0.4104,Residential,Single Family,07 - Change in Property,SIGNIFICANT IMPROVEMENTS NOT YET ASSESSED,,POINT (-72.718669005 41.711735987),,,,,
223292,2022,05/16/2023,Newington,139 BUENA VISTA AVE,199930.00,401000.00,0.4985,Residential,Single Family,,,,POINT (-72.754517986 41.679067016),,,,,
223291,2022,05/12/2023,Newington,115 FOSTER ST,136550.00,270000.00,0.5057,Residential,Single Family,,,,POINT (-72.745144001 41.655338016),,,,,
223290,2022,05/11/2023,Newington,33 ROBIN BROOK DR,119220.00,255000.00,0.4675,Residential,Condo,,,,POINT (-72.729102966 41.670252984),,,,,
22329,2022,09/15/2023,Montville,145 GALLIVAN LN UN 2B,66780.00,155000.00,0.4308,Residential,Single Family,,,,POINT (-72.112282986 41.484272006),,,,,
22329,2022,07/25/2023,Watertown,340 MIDDLEBURY  RD,142700.00,355000.00,0.4019,Residential,Single Family,,,,POINT (-73.124354963 41.593559995),,,,,
22329,2022,06/07/2023,Old Saybrook,25 SHERMAN ST,134100.00,475000.00,0.2823,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #22084,POINT (-72.375067972 41.281714012),,,,,
223289,2022,05/10/2023,Newington,141 CHERRY HILL DR,147520.00,329900.00,0.4471,Residential,Single Family,07 - Change in Property,SIGNIFICANT IMPROVEMENTS NOT YET ASSESSED,,POINT (-72.749269992 41.71922702),,,,,
223288,2022,05/08/2023,Newington,6 PATRIOT LN,194210.00,383000.00,0.5070,Residential,Single Family,,,,POINT (-72.738870984 41.671588012),,,,,
223287,2022,05/08/2023,Newington,193 MAPLE HILL AVE,196180.00,303999.00,0.6453,Residential,Single Family,14 - Foreclosure,,,POINT (-72.744422989 41.68868898),,,,,
223286,2022,05/05/2023,Newington,141 FOXBORO DR,118450.00,245000.00,0.4834,Residential,Condo,25 - Other,PROBATE SALE,,POINT (-72.725707038 41.671467019),,,,,
223285,2022,05/05/2023,Newington,58 BUCKINGHAM ST REAR,5130.00,3000.00,1.7100,Vacant Land,,12 - Non Buildable Lot,PURCHASED BY ABUTTER,,POINT (-72.715876993 41.71015998),,,,,
223284,2022,05/05/2023,Newington,62 BUCKINGHAM ST REAR,10490.00,6000.00,1.7483,Vacant Land,,12 - Non Buildable Lot,PURCHASED BY ABUTTER,,POINT (-72.715659986 41.710180012),,,,,
223283,2022,05/04/2023,Newington,214 BEACON ST,161940.00,340000.00,0.4762,Residential,Single Family,,,,POINT (-72.748830026 41.668550997),,,,,
223282,2022,05/03/2023,Newington,38 BASSWOOD ST,175880.00,318000.00,0.5530,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.72396796 41.68378498),,,,,
223281,2022,05/03/2023,Newington,169 TREMONT ST,201900.00,385000.00,0.5244,Residential,Condo,,,,POINT (-72.752164012 41.662600013),,,,,
223280,2022,05/03/2023,Newington,56 LYDALL RD,142760.00,315000.00,0.4532,Residential,Single Family,,,,POINT (-72.715680018 41.688869987),,,,,
22328,2022,09/14/2023,Montville,55 CHESTERFIELD RD,182840.00,126861.00,1.4412,Residential,Single Family,14 - Foreclosure,FORECLOSURE SALE,,POINT (-72.161565978 41.461660984),,,,,
22328,2022,07/25/2023,Watertown,86 SUNNYSIDE AVE,123500.00,290000.00,0.4258,Residential,Single Family,,,,POINT (-73.080074961 41.594201001),,,,,
22328,2022,06/08/2023,Old Saybrook,33 GATES RD,353400.00,1150000.00,0.3073,Residential,Single Family,,,,POINT (-72.385410989 41.263192017),,,,,
223279,2022,05/03/2023,Newington,70 OLD FARM DR,135440.00,280000.00,0.4837,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.739873963 41.698455993),,,,,
223278,2022,05/02/2023,Newington,18 OLD HATCHERY LN,230340.00,465000.00,0.4953,Residential,Single Family,,,,POINT (-72.735158975 41.673619995),,,,,
223277,2022,05/02/2023,Newington,100 HICKORY HILL LN,192680.00,430000.00,0.4480,Residential,Single Family,,,,POINT (-72.749997961 41.666114),,,,,
223276,2022,05/02/2023,Newington,43 PINE ST,143280.00,310000.00,0.4622,Residential,Single Family,25 - Other,SUBJECT TO PROBATE,,POINT (-72.741729968 41.687210999),,,,,
223275,2022,05/01/2023,Newington,379 MOUNTAIN RD,120770.00,299900.00,0.4027,Residential,Single Family,07 - Change in Property,SIGNIFICANT IMPROVEMENTS NOT YET ASSESSED,,POINT (-72.715371983 41.711871019),,,,,
223274,2022,05/01/2023,Newington,14 HOWARD ST,171110.00,225000.00,0.7605,Residential,Single Family,25 - Other,SUBJECT TO PROBATEAS IS SALE,,POINT (-72.747202009 41.672575987),,,,,
223273,2022,05/01/2023,Newington,507 CYPRESS RD,96940.00,216000.00,0.4487,Residential,Condo,,,,POINT (-72.706445005 41.677225009),,,,,
223272,2022,05/01/2023,Newington,40 6C WOODEDGE DR,67460.00,170000.00,0.3968,Residential,Condo,,,,POINT (-72.710366981 41.674983018),,,,,
223271,2022,05/01/2023,Newington,89 FOSTER ST,143050.00,280000.00,0.5108,Residential,Single Family,,,,POINT (-72.744123001 41.655441994),,,,,
223270,2022,05/01/2023,Newington,67 PANE RD,695650.00,550000.00,1.2648,Commercial,,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.72885 41.654416007),,,,,
22327,2022,09/13/2023,Montville,32 BALDWIN CT,148470.00,290000.00,0.5119,Residential,Single Family,,,,POINT (-72.087570034 41.472304995),,,,,
22327,2022,07/24/2023,Watertown,370 LINKFIELD RD,182500.00,400000.00,0.4563,Residential,Single Family,,,,POINT (-73.129773025 41.632662998),,,,,
22327,2022,06/08/2023,Old Saybrook,122-134 FERRY RD,56700.00,199355.00,0.2844,Vacant Land,,,,,POINT (-72.352663906 41.314541614),,,,,
223269,2022,04/28/2023,Newington,529 CHURCHILL DR,104020.00,242000.00,0.4298,Residential,Condo,07 - Change in Property,SIGNIFICANT IMPROVEMENTS NOT YET ASSESSED,,POINT (-72.71656498 41.678226982),,,,,
223268,2022,04/28/2023,Newington,90 LYDALL RD,139900.00,292500.00,0.4782,Residential,Single Family,26 - Rehabilitation Deferred,,,POINT (-72.717266964 41.688617986),,,,,
223267,2022,04/28/2023,Newington,66 ROSEMARY LN,105970.00,230000.00,0.4607,Residential,Condo,25 - Other,PROBATE SALE,,POINT (-72.739455035 41.709081983),,,,,
223266,2022,04/28/2023,Newington,32 CHAPLIN ST,167130.00,237000.00,0.7051,Residential,Condo,,,,POINT (-72.704590006 41.687270008),,,,,
223265,2022,04/27/2023,Newington,60 MILLBROOK CT,73690.00,165000.00,0.4466,Residential,Condo,,,,POINT (-72.723114012 41.711050012),,,,,
223264,2022,04/27/2023,Newington,93 AUGUSTA DR,147320.00,310000.00,0.4752,Residential,Single Family,,,,POINT (-72.715741039 41.706828005),,,,,
223263,2022,04/24/2023,Newington,75 AUGUSTA DR,162270.00,365000.00,0.4446,Residential,Single Family,25 - Other,as is sale,,POINT (-72.716608985 41.70672101),,,,,
223262,2022,04/24/2023,Newington,178 FOREST DR,187040.00,350000.00,0.5344,Residential,Single Family,,,,POINT (-72.713565013 41.69464998),,,,,
223261,2022,04/21/2023,Newington,524 CHURCH ST,183070.00,310000.00,0.5905,Residential,Single Family,,,,POINT (-72.739616974 41.656218996),,,,,
223260,2022,04/21/2023,Newington,192 CARRIAGE HILL DR,182640.00,361000.00,0.5059,Residential,Single Family,25 - Other,PROBATE SALE,,POINT (-72.720826004 41.710516001),,,,,
22326,2022,09/12/2023,Montville,12 POLLYS LN,176820.00,335500.00,0.5270,Residential,Single Family,25 - Other,SALE INCLUDED ABUTTING VACANT PROPERTIES ON CONSECUTIVE DEED,,POINT (-72.105461961 41.484212997),,,,,
22326,2022,07/21/2023,Watertown,56 INNES RD,192400.00,382000.00,0.5036,Residential,Single Family,,,,POINT (-73.10022799 41.599922991),,,,,
22326,2022,06/09/2023,Old Saybrook,44 MIDDLETOWN AVE,214500.00,560000.00,0.3830,Residential,Single Family,,,,POINT (-72.397447989 41.282579988),,,,,
223259,2022,04/21/2023,Newington,55 EAST CEDAR ST,147150.00,205000.00,0.7178,Commercial,,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.720943015 41.69804398),,,,,
223258,2022,04/19/2023,Newington,21 BUTTERNUT LN,183080.00,360000.00,0.5085,Residential,Single Family,,,,POINT (-72.706700988 41.675592005),,,,,
223257,2022,04/18/2023,Newington,64 FRANCIS DR,134030.00,275000.00,0.4873,Residential,Single Family,,,,POINT (-72.728740029 41.716522012),,,,,
223256,2022,04/18/2023,Newington,586 FENN RD,134550.00,313000.00,0.4298,Residential,Single Family,,,,POINT (-72.742976021 41.714624014),,,,,
223255,2022,04/17/2023,Newington,729 WILLARD AVE,179520.00,100000.00,1.7952,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.733834969 41.696411982),,,,,
223254,2022,04/17/2023,Newington,227 CEDAR ST,240300.00,100000.00,2.4030,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.734192038 41.696416005),,,,,
223253,2022,04/17/2023,Newington,28 CHURCHILL WAY,100270.00,235000.00,0.4266,Residential,Condo,07 - Change in Property,SIGNIFICANT IMPROVEMENTS NOT YET ASSESSED,,POINT (-72.71723 41.676498005),,,,,
223252,2022,04/17/2023,Newington,66 DALEWOOD RD,145260.00,210000.00,0.6917,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.716993966 41.703964999),,,,,
223251,2022,04/14/2023,Newington,2144 BERLIN TPK,119770.00,225000.00,0.5323,Vacant Land,,08 - Part Interest,PURCHASE WAS A PORTION OF SALE,,POINT (-72.704779018 41.694570981),,,,,
223250,2022,04/13/2023,Newington,95 BEACON ST,164630.00,207000.00,0.7953,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.743437026 41.668786989),,,,,
22325,2022,09/08/2023,Montville,51 CHESTERFIELD RD UN 2,28210.00,15000.00,1.8806,Residential,Single Family,07 - Change in Property,CONDITION,,POINT (-72.16131156 41.461411069),,,,,
22325,2022,07/19/2023,Watertown,99 FRENCH ST,85500.00,231000.00,0.3701,Residential,Single Family,,,,POINT (-73.110125006 41.598503013),,,,,
22325,2022,05/31/2023,Old Saybrook,75 KNOLLWOOD DR,313500.00,630000.00,0.4976,Residential,Single Family,,,,POINT (-72.372998983 41.270358),,,,,
223249,2022,04/13/2023,Newington,1 CORONADO DR,95370.00,215000.00,0.4435,Residential,Condo,,,,POINT (-72.734997036 41.660264983),,,,,
223248,2022,04/12/2023,Newington,29 SEQUIN ST,133550.00,195000.00,0.6848,Residential,Single Family,25 - Other,NOT BETWEEN A WILLING BUYER AND SELLER,,POINT (-72.739766004 41.682901989),,,,,
223247,2022,04/11/2023,Newington,544 NEW BRITAIN AVE,111890.00,230000.00,0.4864,Residential,Single Family,,,,POINT (-72.74551096 41.673518993),,,,,
223246,2022,04/06/2023,Newington,43 KNOLLWOOD RD,131290.00,250000.00,0.5251,Residential,Single Family,26 - Rehabilitation Deferred,,,POINT (-72.720230973 41.70419701), 65 SAW MILL RD,390.00,225000.00,0.0017,Vacant Land,,28 - Use Assessment,TWO LOTS SOLD TOGETHER,,POINT (-72.988365588 41.759999576),,,,
22324,2022,09/08/2023,Montville,1954 ROUTE 32,3455270.00,5000000.00,0.6910,Commercial,,,,,POINT (-72.09969091 41.477844788),,,,,
22324,2022,07/19/2023,Watertown,WINDING BROOK FARM RD,74800.00,100000.00,0.7480,Vacant Land,,,MBL 76 9A 12,,POINT (-73.155094224 41.607442703),,,,,
22324,2022,05/31/2023,Old Saybrook,19 HARTFORD AVE,187400.00,500000.00,0.3748,Residential,Single Family,,,,POINT (-72.399051028 41.282041995),,,,,
22323,2022,09/08/2023,Montville,9 FITCH HILL RD,124250.00,218000.00,0.5699,Residential,Single Family,,,,POINT (-72.101205966 41.495060018),,,,,
22323,2022,07/17/2023,Watertown,85 BEACH AVE,176700.00,420000.00,0.4207,Residential,Single Family,,,,POINT (-73.106722959 41.612095987),,,,,
22323,2022,05/30/2023,Old Saybrook,142 FERRY RD UNIT 3-5,24500.00,22500.00,1.0889,Residential,Condo,,,DOCKOMINIUM,POINT (-72.352185963 41.314684018),,,,,
22322,2022,09/07/2023,Montville,16 HEATHER BROOK RD,142800.00,305000.00,0.4681,Residential,Single Family,,,,POINT (-72.134188 41.436599009),,,,,
22322,2022,07/17/2023,Watertown,80 AVALON AVE,124900.00,270000.00,0.4626,Residential,Single Family,,,,POINT (-73.098053976 41.585937995),,,,,
22322,2022,06/15/2023,Old Saybrook,27 MEADOWOOD LA,232600.00,535000.00,0.4347,Residential,Single Family,,,,POINT (-72.40519798 41.284082989),,,,,
22321,2022,09/06/2023,Montville,4 BLAIS RD,133770.00,267500.00,0.5000,Residential,Single Family,,,,POINT (-72.133103969 41.481772983),,,,,
22321,2022,07/17/2023,Watertown,146 STONYBROOK LANE,301500.00,637000.00,0.4733,Residential,Single Family,,,,POINT (-73.148244979 41.650616993),,,,,
22321,2022,06/09/2023,Old Saybrook,41 CLEARWATER RD,437500.00,865000.00,0.5057,Residential,Single Family,,,,POINT (-72.382882001 41.263992992),,,,,
22320,2022,09/05/2023,Montville,17 ALLEN DR UN D,54250.00,139000.00,0.3902,Residential,Condo,,,,POINT (-72.111599836 41.468637351),,,,,
22320,2022,07/17/2023,Watertown,48 JASON AVE,121200.00,292000.00,0.4150,Residential,Single Family,,,,POINT (-73.106819016 41.603819989),,,,,
22320,2022,06/01/2023,Old Saybrook,50 FENWOOD RD,249600.00,905000.00,0.2758,Residential,Single Family,,,,POINT (-72.365500029 41.268940997),,,,,
